Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Rainfall,Crop,Soil_Type,Variety,Soil_Moisture
61.57,58.48,77.25,11.88194871,77.82008235,113.584209,Tomato,Clay,Roma,57.75
77.75,67.87,75.87,42.23086661,90.37789715,90.60168539,Tomato,Peaty,Roma,55.36
14.88,19.22,42.73,11.27793673,33.53703032,22.1828388,Tomato,Sandy,Roma,12.87
60.17,65.96,95.89,21.56427898,78.75670671,150.4004819,Tomato,Clay,Roma,62.73
79.71,83.34,128.38,40.35887988,92.98663727,178.4127908,Potato,Peaty,Red,75.51
66.31,53.32,76.12,15.87879359,50.56028091,83.94123615,Rice,Clay,Jasmine,69.35
69.41,71.17,102.76,31.48465094,55.27368523,131.4522198,Potato,Loamy,Red,39.97
78.65,94.7,157.5,43.49510505,35.94348341,292.8054614,Sugarcane,Peaty,Co 99004,85
59.69,74.02,129.23,32.98110299,50.82056219,231.219853,Maize,Saline,Sweet,40.31
88.81,89.67,131.4,41.54176995,90.9362748,212.4309555,Rice,Saline,Jasmine,84.82
68.67,57.96,83.15,43.86345971,38.17962851,112.8935753,Sugarcane,Silt,Co 86032,36.73
55.43,100.69,171.59,29.75162579,45.59679399,386.0219043,Wheat,Saline,Hard Red,52.85
65.1,66.03,96.68,27.09766132,62.78730232,136.035585,Maize,Loamy,Sweet,30.26
80.71,95.9,151.68,25.93103776,95.89041335,279.585725,Rice,Saline,Jasmine,85
55.27,53.94,75.65,23.51039537,49.34707475,58.87008471,Potato,Clay,Russet,39.62
70.56,84.35,143.57,38.88988981,33.26649351,268.1786625,Rice,Peaty,Arborio,85
67.93,74.35,118.3,10.91371299,79.70471672,205.8993597,Maize,Peaty,Sweet,72.93
66.35,66.97,95.59,40.52187878,63.27413387,157.9093796,Wheat,Loamy,Hard Red,31.38
71.58,96.99,166.31,37.22872276,71.87096236,290.5778064,Potato,Silt,Russet,77.93
66.47,80.57,109.43,30.74264766,60.85174936,180.4017086,Tomato,Loamy,Cherry,48.39
63.97,62.02,81.28,26.49689431,58.3319585,81.20560945,Potato,Loamy,Russet,34.51
56.9,71.31,109.94,13.29462844,64.69277768,185.7420227,Wheat,Loamy,Soft Red,39.44
62.05,51.9,39.47,36.44049682,69.71790091,33.53665386,Wheat,Clay,Hard Red,28.79
81.34,97.68,156.4,23.47331522,94.95937264,294.5346746,Rice,Saline,Jasmine,85
63.74,84.13,131.92,28.39542454,57.67521573,271.1732257,Wheat,Clay,Soft Red,65.26
48,78.1,158.97,21.63483859,60.50260975,309.5383046,Rice,Sandy,Jasmine,60.65
73.94,81.21,124.91,30.6733208,92.77562136,231.2365431,Wheat,Silt,Durum,60.96
38.4,54.19,86.19,25.03245325,31.66736773,152.8805426,Wheat,Silt,Durum,28.06
76.69,69.34,105.82,26.23157425,76.1677917,156.4332815,Sugarcane,Saline,Co 86032,61.16
66.05,59.1,61.39,30.59770775,97.90892859,42.14859087,Tomato,Peaty,Beefsteak,48.16
70.86,106.75,180.66,28.86006032,83.44566419,360.482852,Potato,Saline,Red,73.64
16.65,40.76,90.66,19.81550225,30.33878061,158.7699141,Tomato,Sandy,Cherry,19.87
68.83,82.23,136.62,27.20426527,67.46670017,250.5253271,Maize,Peaty,Sweet,70.91
64.99,108.25,192.57,18.30752413,79.56366316,367.3355722,Potato,Silt,Red,85
89.1,70.48,103.1,41.55969358,86.98313584,124.0841557,Sugarcane,Silt,Co 86032,67.3
80.37,55.03,61.22,21.28836606,84.6538327,36.92453917,Sugarcane,Peaty,Co 0238,70.27
51.52,55.7,97.96,19.31937322,90.55781518,136.102633,Rice,Sandy,Jasmine,47.21
65.05,70.74,104.66,40.02909965,41.5614245,142.5614887,Potato,Peaty,Red,51.3
76.42,97.95,180.61,10.11469798,63.36928386,362.0954541,Rice,Loamy,Jasmine,85
50.83,73.78,114.61,28.15589127,54.08773863,219.4841267,Tomato,Saline,Roma,43.08
67.42,89.11,170.94,32.85775284,92.0668486,312.469651,Sugarcane,Sandy,Co 99004,63.83
73.1,74.74,109.16,27.92178567,75.6843967,174.6121463,Tomato,Clay,Beefsteak,64.45
70.64,97.63,164.87,22.72046134,73.74082267,294.3912514,Potato,Clay,Yukon Gold,85
58.81,92.3,181.66,34.50601905,78.04019842,356.8005156,Rice,Sandy,Basmati,69.67
76,87.34,139.89,30.34473852,87.45781662,235.5505466,Maize,Peaty,Sweet,75.82
74.58,68.89,90.49,42.6039293,77.59273333,86.51409889,Potato,Loamy,Yukon Gold,33.9
85.32,82.53,122.58,29.81056103,72.29348278,158.1563954,Sugarcane,Clay,Co 86032,85
63.28,91.22,149.46,13.26819473,75.23001974,245.7814582,Potato,Clay,Yukon Gold,82.88
69.95,60.96,64.09,39.35017466,91.18678323,57.95675473,Tomato,Peaty,Cherry,51.29
64.57,97.84,172.8,44.1119107,33.20543832,312.6626457,Potato,Loamy,Yukon Gold,51.23
50.83,92.51,191.03,18.35495758,45.34653647,388.2112616,Sugarcane,Sandy,Co 0238,70.94
56.68,66.6,108.08,27.03216496,61.24882373,171.944389,Maize,Saline,Dent,36.43
60.36,75.11,129.05,42.8536764,32.73031435,212.2821737,Potato,Peaty,Red,59.41
79.46,97.34,163.64,18.83912168,93.89755683,272.3811921,Potato,Clay,Russet,85
87.45,65.57,79.83,42.39204493,58.50894778,84.85556679,Sugarcane,Clay,Co 0238,59.68
64.38,76.11,104.6,31.08921491,75.5342632,154.7605198,Potato,Silt,Yukon Gold,57.86
46.87,89.7,187,17.82307975,95.05769303,380.4184433,Maize,Sandy,Flint,46.12
83.74,75.63,103.67,34.70747578,95.72709497,146.1075951,Rice,Silt,Jasmine,85
72.32,89.28,137.2,39.40560071,61.12295018,260.8697628,Wheat,Loamy,Durum,45.84
57.17,62.99,69.93,34.4791262,55.57385058,125.8179225,Wheat,Peaty,Hard Red,37.97
75.64,54.14,64.77,15.66963203,90.41390333,33.7852362,Rice,Peaty,Arborio,73.14
54.84,58.05,85.19,35.15637928,39.89452274,133.8349832,Wheat,Loamy,Durum,22.45
65.01,66,102.55,14.32935983,66.63226241,146.0399387,Rice,Silt,Basmati,79.43
65.47,79.36,125.64,21.53440389,57.58771706,233.9905682,Maize,Clay,Sweet,62.7
53.55,65.86,102.49,35.80766211,35.59306911,143.4370721,Potato,Clay,Russet,43.54
67.49,89.91,139.37,28.98128932,52.07676895,261.4631767,Tomato,Clay,Roma,79.2
75.73,65.32,79.01,33.17651542,86.82245077,93.21115969,Rice,Saline,Basmati,56.78
54.16,95.24,168.97,10.73294196,59.25569244,354.0835705,Tomato,Silt,Roma,85
68.74,95.79,158.58,33.80546353,51.79708911,327.4988125,Rice,Silt,Basmati,85
65.48,76.88,134.37,41.20575825,42.72184843,213.462676,Potato,Peaty,Red,70.81
60.84,78.3,126.57,32.26936484,33.98516663,233.8676036,Maize,Loamy,Flint,35.52
73.23,78.29,122.18,31.19435375,47.8041242,220.0104666,Rice,Peaty,Basmati,85
90.15,108.73,180.21,26.929235,88.71390157,363.3463261,Rice,Clay,Basmati,85
60.02,77.72,122.93,10.92715807,65.50993843,230.4708784,Tomato,Peaty,Beefsteak,84.6
63.67,57.36,67.35,42.13836846,55.06051474,39.91668925,Potato,Loamy,Russet,17.88
32.74,42.71,99.76,29.0070286,50.17069786,149.4883626,Maize,Sandy,Flint,18.83
61.47,52.6,79.67,15.68460829,37.91953323,117.4972883,Rice,Peaty,Arborio,66.23
85.95,93.24,145.77,33.74173455,82.91238324,270.6860049,Rice,Saline,Basmati,85
60.5,47.18,50.39,37.42616991,58.55174031,44.94296972,Wheat,Clay,Durum,26.23
43.85,52.06,71.66,10.05089319,48.7760931,128.2511342,Wheat,Silt,Soft Red,38.13
88.64,93.45,147.1,22.77109391,81.89541469,254.0285079,Rice,Loamy,Jasmine,85
69.62,87.8,138.85,19.35913085,61.36602517,215.1287479,Potato,Loamy,Yukon Gold,56.19
58.76,91.49,144.91,15.22148724,75.84942276,280.2386671,Tomato,Peaty,Cherry,85
68.14,69.69,89.99,17.62569227,94.96280492,138.6315427,Wheat,Peaty,Durum,58.6
73.19,104.92,180.88,18.3830025,89.88086153,374.0772063,Wheat,Peaty,Hard Red,85
48.9,67.48,87.03,38.07459495,49.6321471,157.3245786,Wheat,Silt,Soft Red,29.48
73.54,60.8,80.08,33.6735644,90.31591876,84.6739185,Maize,Clay,Dent,44.77
69.52,53.67,70.42,29.05901853,82.43037853,65.06412413,Rice,Saline,Jasmine,46.31
73.22,77.31,119.43,14.42539863,56.37936722,186.0514952,Sugarcane,Clay,Co 99004,85
72.48,75.2,123.02,17.84601055,44.31313616,186.2722569,Sugarcane,Loamy,Co 86032,63.01
74.7,91.46,143.99,21.97892547,87.64036403,259.297431,Tomato,Loamy,Beefsteak,63.93
42.24,76.9,139.59,29.67841284,59.47023728,245.0717385,Potato,Sandy,Yukon Gold,42.22
51.45,44.41,74.81,33.92027395,84.13070371,67.6125116,Maize,Sandy,Flint,23.51
40.74,43.41,60.6,43.43519607,74.7927926,67.54384226,Tomato,Sandy,Cherry,16.37
81.28,98.78,146,34.5303295,77.58772127,265.8772706,Rice,Peaty,Arborio,85
64.94,70.61,109.66,20.70022033,75.40468974,190.1856652,Maize,Saline,Sweet,45.3
28.61,31.9,55.87,34.75697589,34.88308917,62.2911509,Tomato,Sandy,Roma,12.8
60.16,76.24,103.87,39.61703973,34.07450472,177.8092729,Tomato,Loamy,Cherry,34.32
51.19,45.75,67.91,20.40757027,35.82223316,84.72125139,Maize,Peaty,Dent,34.2
76.61,67.52,73.24,32.22812167,96.38833044,69.60293274,Tomato,Loamy,Cherry,41.41
54.73,86.72,148.39,30.43848461,44.18886309,318.8964295,Tomato,Saline,Roma,56.02
72.76,75.92,103.18,36.88992017,82.49174705,138.377053,Potato,Peaty,Russet,62.1
32.12,71.89,155.46,22.58409348,43.06605433,289.9286158,Potato,Sandy,Red,41.14
75.8,70.64,93.54,35.84064857,99.60089267,104.4725185,Maize,Peaty,Flint,56.62
81.59,64.23,98.84,42.82077043,54.41478402,115.8121191,Sugarcane,Peaty,Co 99004,75.31
65.24,100.83,161.25,27.1258728,61.70607969,319.2046869,Tomato,Clay,Beefsteak,82.74
56.36,92.14,167.93,43.38462366,36.14600961,331.1458842,Potato,Saline,Russet,50.58
71.6,105.6,173.12,37.45547853,73.83810537,352.2222185,Wheat,Loamy,Soft Red,51.88
56.68,69.24,99.49,13.13157738,70.73653146,181.2338912,Wheat,Clay,Hard Red,55.76
50.53,49.22,58.5,25.20474272,63.05855221,76.6742437,Wheat,Peaty,Soft Red,34.07
39.86,65.24,134.81,14.40825426,72.23004289,247.8155686,Maize,Sandy,Sweet,35.32
73.99,111.22,180.28,39.10688525,65.67082519,390.7759038,Wheat,Clay,Soft Red,84.69
57.83,96.5,185.55,11.34473311,52.7851012,380.1771898,Rice,Silt,Jasmine,85
52.99,73.49,107.29,41.44812854,47.67360331,217.0646343,Tomato,Saline,Beefsteak,37.69
50.93,41.26,77.07,44.8601037,56.29875111,79.30374739,Rice,Sandy,Basmati,24.23
57.13,52.32,76.09,19.74692621,55.57102696,103.0951124,Maize,Clay,Dent,41.01
57.99,48.63,72.68,35.94322044,48.49516953,99.42748332,Maize,Peaty,Flint,31.81
77.71,61.37,78.56,30.30956855,90.63077477,76.42986558,Maize,Loamy,Sweet,35.52
87.69,63.47,73.66,32.55051473,96.90796211,53.41875553,Sugarcane,Silt,Co 86032,64.7
46.96,70.03,108.52,21.33615309,58.28292809,213.6975236,Wheat,Silt,Soft Red,45.92
79.77,100.36,149.58,28.12111487,88.22604458,242.6558362,Potato,Clay,Russet,85
67.08,61.68,71.99,38.99871271,83.21394601,70.19952503,Maize,Silt,Sweet,34.83
59.81,81,128.88,32.10217463,45.72336514,261.3841783,Wheat,Clay,Soft Red,58.52
68.66,54.71,79.21,44.05160447,78.87691182,86.93029954,Maize,Saline,Sweet,26.42
72.82,96.88,162.7,25.1408935,70.27770336,306.4275781,Rice,Silt,Arborio,85
54.91,85.59,161.12,25.5221747,71.39065976,320.2018258,Sugarcane,Sandy,Co 0238,60.39
67.11,105.4,181.08,33.53529844,63.15640649,363.979496,Wheat,Peaty,Durum,79.65
76.41,97.55,157.02,29.3903088,93.11765898,300.3150345,Wheat,Silt,Hard Red,76.89
70.46,111.07,188.44,44.96028839,60.51150851,392.3318149,Wheat,Loamy,Durum,55.78
66.15,102.02,176.02,41.98155073,47.620284,385.3648374,Tomato,Saline,Cherry,64.48
74.22,106.66,187.99,14.22254733,79.93453169,367.1404274,Maize,Loamy,Flint,73.09
64.13,63.4,83.61,15.75211147,84.51224898,109.3161088,Tomato,Clay,Cherry,57.9
80.88,76.63,108.26,19.4750394,85.39748286,123.7843166,Rice,Loamy,Jasmine,73.79
66.59,87,155.01,34.61467263,82.58672814,249.4708594,Potato,Saline,Red,57.75
73.22,89.48,142.74,26.48476013,42.70611988,270.1910643,Sugarcane,Peaty,Co 99004,85
70.32,82.24,149.3,16.93658775,52.77488078,275.8838762,Sugarcane,Peaty,Co 86032,85
75.04,97.39,151.86,36.10976225,85.72334722,293.8665959,Wheat,Peaty,Soft Red,78.48
69.28,67.28,90.7,35.88920768,84.33411721,123.2191326,Wheat,Clay,Durum,45.24
73,69.25,123.2,12.02296899,52.48350886,202.1548704,Sugarcane,Silt,Co 0238,81.46
66.51,49.97,66.84,43.1260004,86.44965547,70.3389839,Maize,Saline,Sweet,23.32
88.53,93.74,156.1,29.25831554,93.50249818,271.4674071,Sugarcane,Silt,Co 0238,85
61.01,71.9,108.77,16.09740621,84.73408725,159.1077524,Potato,Saline,Russet,53.01
66.1,85.81,150.99,19.36970355,51.98082181,288.8705295,Rice,Peaty,Basmati,85
57.35,51.03,76.31,21.2781262,77.44832531,88.12573011,Wheat,Silt,Hard Red,37.38
42.69,58.01,100.21,33.72806765,78.16967667,117.4428507,Potato,Sandy,Russet,26.3
72.41,101.58,167.78,44.04474304,83.54160924,321.2629833,Tomato,Peaty,Roma,85
49.54,66.11,113.22,14.91308335,45.03391687,166.1685095,Potato,Silt,Yukon Gold,51.71
57.82,66.7,103.35,11.8439324,95.8441411,134.8921715,Potato,Saline,Red,50.42
26.66,34.3,78.34,21.63237347,47.90776756,113.961902,Maize,Sandy,Sweet,13.46
26.86,31,57.48,16.25616491,53.29884709,74.46718422,Wheat,Sandy,Durum,17.45
89.2,65.54,72.6,43.34831454,96.46185308,50.06430108,Rice,Peaty,Jasmine,68.99
58.64,60.84,123.68,34.8195925,62.04391349,198.0034728,Sugarcane,Sandy,Co 86032,43
70.07,88.69,149.53,24.5424735,77.87528629,294.8900408,Maize,Saline,Dent,60.16
70.08,104.27,182.68,39.81315681,56.99318565,363.7938927,Tomato,Clay,Beefsteak,85
42.91,74.3,141.57,16.5540943,90.9131747,293.8205317,Wheat,Sandy,Durum,39.02
47.67,78.15,148.09,19.63641274,99.01823871,287.6305784,Maize,Sandy,Flint,41.95
58.63,61.7,73.04,12.9886194,44.40330389,108.7510342,Tomato,Loamy,Roma,38.82
47.27,57.62,89.41,23.8706458,38.42703227,156.285312,Tomato,Peaty,Beefsteak,45.37
78.93,111.56,185.24,37.5052589,72.20731267,371.4027449,Wheat,Loamy,Soft Red,61.54
90.39,109.76,182.99,44.9974066,85.3686686,363.100739,Rice,Silt,Jasmine,85
77.53,115.89,201.61,18.03450437,81.55791752,383.3957223,Potato,Loamy,Yukon Gold,85
61.33,60.73,64.56,24.615287,68.15427081,74.37146019,Tomato,Loamy,Roma,34.07
85.65,107.98,180.65,37.0653331,89.86092409,301.6592435,Potato,Loamy,Yukon Gold,77.32
63.82,84.82,155.58,20.02278515,47.5835551,289.5497759,Sugarcane,Silt,Co 99004,85
28.96,35.81,61.31,36.10708467,35.40796701,73.26096081,Tomato,Sandy,Beefsteak,17.06
60.87,87.02,146.89,18.42646105,35.06018638,296.0294205,Rice,Saline,Jasmine,80.06
50.04,45.37,74.62,34.66856442,90.27342549,72.04071811,Maize,Sandy,Flint,19.76
80.7,95.67,157.23,41.23975267,63.55625481,276.1173421,Rice,Loamy,Basmati,85
57.74,54.53,91.45,10.07072445,68.49613752,100.0682003,Maize,Loamy,Sweet,32.26
71.55,108.36,197.48,31.80611579,41.62022667,399.2502915,Sugarcane,Saline,Co 86032,85
73.44,102.76,170.46,27.82431181,92.10113906,340.774997,Maize,Saline,Dent,62.09
38.58,83.91,164.06,15.39944807,77.65719993,345.6113453,Tomato,Sandy,Beefsteak,47.42
65.27,55.91,66.76,17.52596667,90.4692169,45.45934827,Potato,Peaty,Red,53.77
57.5,91.51,150.41,21.69131244,56.24698232,285.0364838,Potato,Saline,Russet,59.8
49.68,41.81,63.34,26.60635381,51.61603346,53.61377214,Maize,Silt,Flint,26.52
79.9,88.79,148.73,37.56035478,92.86575575,262.3582,Maize,Silt,Flint,66.56
80.39,52.4,64.15,36.9997405,89.34162199,20.5490551,Maize,Loamy,Flint,27.57
57.93,69.38,105.24,18.07610246,50.74445657,202.4505677,Wheat,Loamy,Hard Red,42.21
49.89,89.45,135.64,18.39763467,53.71825025,291.5866159,Tomato,Saline,Beefsteak,55.2
51.25,68.36,113.98,29.24025818,92.30021641,199.0080597,Wheat,Sandy,Durum,34.57
74.25,90.87,154.47,21.44784439,37.07462738,299.8616844,Rice,Loamy,Jasmine,85
61.83,102.12,188.05,37.57804434,71.69083595,380.4816665,Sugarcane,Sandy,Co 86032,66.59
54.74,66.51,110.07,13.97730207,41.73978985,201.3441111,Maize,Peaty,Dent,60.9
71.08,68.71,84.39,19.0681434,90.32340191,117.23342,Wheat,Loamy,Soft Red,40.72
69.05,87.88,155.51,43.13402902,31.34553468,299.173566,Rice,Silt,Jasmine,85
98.13,63.99,81.74,38.26022305,92.36148428,40.24082369,Sugarcane,Clay,Co 0238,74.67
45.78,41.01,69,23.82037901,86.13439045,74.21719442,Maize,Sandy,Dent,25.35
42.99,45.3,74.74,43.50114458,90.73262694,65.15961614,Potato,Sandy,Russet,16.12
63.35,51.82,68.41,38.80757804,64.83039631,88.05917049,Maize,Saline,Sweet,27.71
52.71,95.08,178.46,37.91089542,99.68006744,366.1795685,Wheat,Sandy,Durum,44.84
80.23,85.25,118.44,31.98765423,95.35316123,154.6549701,Potato,Peaty,Yukon Gold,78.09
80.43,74.87,117.71,32.72187317,37.2872837,186.6970871,Sugarcane,Loamy,Co 86032,58.43
55.57,60,75.04,22.30066035,62.02975489,124.8917425,Wheat,Peaty,Durum,41.72
80.78,94.46,162.67,26.48498037,76.02216238,274.9409435,Potato,Loamy,Yukon Gold,70.28
66.67,81.59,127.16,20.31499154,61.86044117,235.5831998,Rice,Saline,Arborio,72.54
83.84,95.93,148.77,33.94472365,98.97563335,247.6340792,Potato,Peaty,Red,85
74.54,104.27,171.95,41.72607123,54.48531457,345.7988703,Tomato,Clay,Cherry,85
89.71,81.91,103.79,36.76208705,94.87608414,159.8398299,Rice,Peaty,Arborio,85
69.11,93.11,167.41,37.7788405,36.27903549,329.7611795,Maize,Clay,Flint,69.47
67.67,95.07,165.2,23.92753266,55.6112645,336.5430563,Rice,Saline,Jasmine,85
67.25,75.79,130.44,22.76224945,44.26441166,237.3064849,Rice,Peaty,Basmati,85
36.01,41.79,73.15,21.90421315,93.12347977,85.27962631,Wheat,Sandy,Hard Red,20.79
70.07,115.59,198.51,13.76201335,80.49835612,392.03176,Potato,Clay,Yukon Gold,85
54.47,48.15,73.27,10.85217669,38.71661883,101.2767111,Rice,Silt,Jasmine,59.99
66.37,102.22,168.58,35.21551543,68.07773195,382.5846851,Wheat,Saline,Soft Red,57.81
50.69,31.01,59.66,42.36389539,54.99802362,30.57041261,Rice,Sandy,Jasmine,23.78
46.04,49.7,60.98,36.55417454,91.87657695,75.86036937,Tomato,Sandy,Beefsteak,24.41
79.99,104.15,164.98,40.88649411,90.02349517,315.857635,Tomato,Loamy,Roma,65.61
78.62,113.69,173.7,35.40595983,87.94980119,381.366587,Wheat,Peaty,Hard Red,85
61.59,95.11,169.23,32.51511013,48.41796115,369.1831774,Wheat,Silt,Hard Red,70.48
35.53,40.15,69.56,32.06538428,57.54722514,76.08289533,Wheat,Sandy,Soft Red,17.84
94.56,61.52,73.78,25.51860002,96.48853439,26.02922654,Sugarcane,Clay,Co 86032,79.39
71.54,74.97,124.42,30.82446923,66.75192104,193.9930768,Maize,Loamy,Sweet,41.42
50.44,70.48,123.56,32.29026099,61.99495679,219.80094,Rice,Sandy,Arborio,53.57
66.96,65.57,93.94,18.72564372,82.99844965,78.88542562,Potato,Loamy,Russet,44.21
71.99,68.83,105.83,34.30773324,64.86810034,151.6184053,Maize,Loamy,Flint,36.29
32.54,34.44,51.01,18.44462654,77.48467651,37.56070083,Wheat,Sandy,Hard Red,16.16
67.73,79.68,154.35,44.65765505,55.10229717,268.8852127,Maize,Silt,Flint,52.41
63.82,91.82,178.25,29.41661368,46.55613934,324.8330871,Potato,Peaty,Russet,85
52.27,57.08,70.3,15.95286491,76.2976816,101.5994756,Wheat,Silt,Durum,38
78.47,96.54,165.81,24.33917144,95.96986366,302.0529684,Maize,Clay,Flint,80.29
77.16,70.22,94.25,41.05891586,71.62877686,79.62045152,Potato,Loamy,Russet,36.86
49.15,40.47,43.19,38.3042616,44.60326047,29.19240612,Tomato,Silt,Beefsteak,16.51
26.04,37.69,84.49,11.85991152,55.27851661,93.98890047,Potato,Sandy,Russet,23.19
40.81,62.74,104.6,21.24203415,36.53848721,193.0288295,Wheat,Silt,Durum,37.65
74.7,56.4,74.24,18.63633784,83.98676584,44.20482353,Rice,Clay,Arborio,75.59
71.81,92.56,168.58,26.59046763,55.77283411,342.0512974,Maize,Peaty,Flint,80.96
67.1,77.83,125.77,43.36279707,49.20386566,229.3905308,Wheat,Clay,Durum,55.8
77.76,61,81.38,19.95441625,95.51240299,83.28978938,Rice,Peaty,Arborio,85
62.92,82.42,127.51,36.28776912,53.70745189,244.7700124,Tomato,Silt,Cherry,65.92
101.67,115.86,195.91,43.8108378,73.97324755,371.3335558,Sugarcane,Loamy,Co 0238,85
82.85,102.52,170.39,41.66298943,89.10113296,277.480824,Potato,Peaty,Yukon Gold,85
65.34,80.37,122.92,19.66514633,54.42614884,236.6357978,Tomato,Clay,Cherry,76.82
51.01,41.85,49.71,27.85858013,54.57684147,26.58502631,Potato,Saline,Russet,22.26
85.78,94.6,155.72,27.28015192,85.84196964,277.7855603,Sugarcane,Clay,Co 86032,85
80.43,89.05,119.11,36.67739454,69.43154935,212.7012878,Rice,Silt,Jasmine,85
80.23,112.16,179.28,32.53295717,92.86674001,372.1906499,Wheat,Clay,Durum,85
65.77,59.31,49.22,39.2927909,97.06619485,41.21828808,Tomato,Saline,Cherry,28.88
64.66,87.3,132.32,39.71879493,63.9908796,256.6976764,Tomato,Saline,Beefsteak,54.35
53.75,70.71,119.81,11.76187659,63.28202694,167.109752,Potato,Peaty,Red,72.36
83.15,114.85,191.72,41.52619377,81.65181518,366.2437323,Potato,Peaty,Yukon Gold,85
74.22,88.8,145.57,13.69314321,62.30967724,251.8960264,Rice,Loamy,Jasmine,85
42.07,67.2,110.2,42.29373657,74.41844856,185.8700085,Tomato,Sandy,Cherry,28.36
52.09,85.66,136.25,20.76481576,36.89024828,303.3524861,Wheat,Peaty,Hard Red,70.12
54.28,87.1,153.78,15.0848485,31.2218876,323.2121541,Tomato,Clay,Cherry,84.12
47.55,41.82,74.15,23.78210058,56.57942453,79.25136597,Sugarcane,Sandy,Co 99004,31.92
68.62,107.42,175.95,29.46177134,64.64990595,354.7519751,Tomato,Loamy,Roma,65.98
82.19,104.74,187.94,14.44399054,90.70308894,367.8362331,Sugarcane,Peaty,Co 0238,85
83.34,97.54,150.26,36.18745798,78.18365204,272.4419475,Rice,Clay,Basmati,85
77.15,97.85,137.62,33.6295323,91.62960363,260.6719647,Wheat,Loamy,Durum,50.99
66.08,91.78,162.47,32.7969194,30.96456475,297.8203156,Potato,Loamy,Red,59.05
65.76,78.94,116.35,41.55823757,55.65188803,229.543616,Wheat,Clay,Hard Red,51.9
73.97,85.13,142.21,20.84441652,50.02592668,248.3935454,Sugarcane,Silt,Co 99004,85
81.78,93.57,157.4,38.27589992,66.13153634,292.6526588,Maize,Loamy,Dent,51.73
59.03,82.74,146.38,21.19046887,67.10726739,245.9134111,Potato,Silt,Yukon Gold,70.62
75.04,88.15,141.22,35.04817793,49.43840672,256.9561912,Rice,Peaty,Jasmine,85
76.42,64.08,89.18,41.82341801,73.34618119,118.0015143,Maize,Silt,Flint,45.4
69.7,86.75,135.13,12.46288552,74.39879949,247.883928,Tomato,Loamy,Cherry,62.22
46.5,74.49,144.69,31.47616098,48.48556993,265.0855539,Sugarcane,Sandy,Co 86032,49.03
72.21,70.42,103.14,29.17955319,34.66827237,162.0884372,Sugarcane,Peaty,Co 0238,72.59
70.14,73.14,103.2,35.2373578,61.06022243,130.7138403,Potato,Loamy,Yukon Gold,44.81
45.21,56.1,81.58,12.98874036,35.56620172,154.2475282,Maize,Saline,Flint,31.1
41.78,98.03,181.16,17.79792606,97.98916704,397.0761097,Wheat,Sandy,Durum,43.07
47.41,61.1,99.65,39.85914411,34.77387325,194.8044114,Tomato,Saline,Beefsteak,32.78
53.8,56.52,74.13,11.98711064,88.43085017,118.2172616,Wheat,Silt,Hard Red,44.52
65.75,84.49,159.29,20.52213555,44.10342816,316.1617142,Rice,Peaty,Jasmine,85
66.03,60.89,81.66,43.5182369,47.86385437,111.8073726,Wheat,Loamy,Durum,23.21
52.39,70.09,115.36,10.84744773,64.07572156,211.4284179,Wheat,Clay,Hard Red,59.15
33.88,71.73,147.44,34.76413438,49.42665911,298.2371262,Tomato,Sandy,Roma,36.37
32.68,50.9,81.09,28.24928636,78.09185954,123.7705948,Wheat,Sandy,Durum,19.52
84.21,84.53,141.12,28.50156236,91.30860574,236.9980488,Maize,Clay,Sweet,79.85
72.85,105.59,185.46,12.48998303,88.04682355,345.2512686,Potato,Peaty,Russet,85
32.74,87.3,181.25,15.89200483,66.28432449,394.9671088,Wheat,Sandy,Hard Red,43.42
44.9,68.68,118.16,19.76293779,35.89673244,222.8111027,Tomato,Silt,Cherry,55.66
70.34,87.09,146.77,34.09382902,43.56543622,285.7079306,Rice,Saline,Arborio,77.83
48.37,81.9,163.98,14.97676252,97.9753229,351.901658,Wheat,Sandy,Soft Red,49.07
34.43,32.51,53.88,10.99668307,86.53714545,48.40132511,Wheat,Sandy,Soft Red,21.45
46.39,65.32,96.19,11.07336126,59.38145533,142.0241924,Potato,Saline,Yukon Gold,43.44
55.99,80.82,144.28,33.43679249,33.84385386,241.30716,Potato,Loamy,Russet,43.23
53.48,60.72,74.81,39.98899341,49.67138291,114.5335613,Wheat,Peaty,Durum,29.64
88.63,60.59,77.7,19.74066962,97.82633557,54.7852112,Sugarcane,Clay,Co 0238,75.92
56.01,64.5,112.54,23.98894695,30.18383045,209.6313233,Rice,Silt,Arborio,65.62
49.12,36.25,42.91,17.41745423,54.72041601,24.11828796,Wheat,Peaty,Durum,31.43
44.82,85.7,150.4,11.42411484,41.07191378,308.6249216,Tomato,Silt,Roma,70.07
49.3,51,80.42,16.15681444,44.22068052,121.8619864,Maize,Clay,Dent,34.71
47.85,55.2,74.77,18.85215897,36.39856228,84.07860768,Potato,Loamy,Red,24.91
66.83,49.98,66.66,18.30269574,85.71133357,59.50610162,Maize,Silt,Dent,40.99
89.24,103.96,180.98,33.28806954,81.97080423,330.8628268,Sugarcane,Silt,Co 0238,85
79.04,111.89,180.75,30.25616206,90.89953194,346.5956649,Potato,Saline,Russet,79.8
60.53,56.83,83.21,11.56224289,66.62751977,107.6588043,Maize,Clay,Sweet,43.6
50.28,61.38,94.75,31.87308211,31.01174859,180.833354,Wheat,Clay,Hard Red,39.6
