Temperature,Humidity,Rainfall,Sunlight,Crop_Type,Crop_Stage,Soil_Moisture
29.95,42.5,15.78,Moderate,Wheat,Seedling,64.63
38.63,55.74,17.3,Moderate,Sugarcane,Flowering,54.48
20.58,62.53,19.06,Moderate,Wheat,Vegetative,82.73
36.11,41.44,2.62,Moderate,Maize,Fruiting,25.32
35.67,82.71,3.69,Moderate,Maize,Flowering,27.26
27.93,56.7,12.16,Low,Rice,Seedling,65.53
33.51,48.01,3.73,Low,Wheat,Flowering,25.7
35.24,62.6,19.29,Moderate,Sugarcane,Flowering,61.45
35.28,70.66,7.8,Low,Rice,Vegetative,45.63
39.67,44.62,18.21,High,Maize,Harvest,55.46
32.79,89.67,0.12,High,Rice,Seedling,31.53
30.33,59.8,14.22,High,Wheat,Vegetative,59.95
23.46,69.78,18.84,Moderate,Rice,Flowering,72.75
39.88,60.43,5.26,Low,Sugarcane,Seedling,33.15
22.22,48.23,4.08,Moderate,Wheat,Fruiting,33.14
28.6,74.82,14.59,High,Rice,Fruiting,57.53
39.47,71.78,7.37,Moderate,Cotton,Vegetative,37.13
22.47,67.87,15.02,High,Maize,Flowering,58.22
35.05,87.5,0.94,High,Sugarcane,Flowering,22.17
27.35,72.61,6.77,Low,Wheat,Seedling,49.58
38.89,47.71,14.26,Moderate,Maize,Harvest,50.41
34.73,88.86,13.64,High,Rice,Fruiting,52.9
35.47,78.21,4.86,Moderate,Wheat,Fruiting,30.49
23.83,81.63,10.78,High,Wheat,Seedling,66.5
27.07,40.63,10.86,Low,Cotton,Fruiting,56.82
36.53,52.75,14.3,Low,Rice,Fruiting,54.8
35.86,51.48,14.38,High,Wheat,Flowering,45.38
24.59,82.39,17.62,Low,Rice,Seedling,85.04
34.3,59.82,9.48,Moderate,Cotton,Seedling,52.84
26.91,48.61,5.08,High,Maize,Flowering,25.42
21.07,66.59,16.39,Moderate,Rice,Fruiting,70.82
24.35,75.23,11.05,Low,Maize,Vegetative,68.7
22.47,66.83,19.21,High,Maize,Harvest,77.1
36.08,68.39,8.51,High,Cotton,Harvest,43.8
37.7,78.22,11.98,Moderate,Maize,Fruiting,50.92
22.66,63.97,5.48,Moderate,Wheat,Flowering,41.15
20.73,44.48,14.58,High,Cotton,Fruiting,57.2
23.5,46.61,4.07,High,Wheat,Harvest,32.33
30.43,51.91,15.85,Low,Rice,Harvest,65.1
27.84,80.85,18.87,High,Wheat,Vegetative,72.77
30.29,42.47,11.56,Low,Wheat,Vegetative,46.88
36.32,40.75,4.6,Low,Rice,Seedling,37.36
27.72,61.7,2.29,Low,Cotton,Harvest,43.12
31.16,80.1,9.62,Moderate,Rice,Seedling,57.03
36.36,49.47,7.67,Low,Maize,Seedling,50.3
24.7,67.65,18.57,High,Wheat,Seedling,73.82
35.1,79.31,5.53,High,Wheat,Vegetative,33.92
28.17,89.12,6.33,High,Rice,Seedling,41.18
34.67,89.73,9.14,Moderate,Wheat,Seedling,53.21
36.31,87.17,19.05,High,Sugarcane,Fruiting,69.36
26.63,85.15,0.92,Moderate,Sugarcane,Fruiting,32.56
21.48,85.25,7.86,Moderate,Maize,Seedling,65.03
34.08,84.59,18.85,Moderate,Rice,Fruiting,70.25
22.01,70.71,18.45,High,Maize,Harvest,72.71
30.46,40.75,15.46,Low,Sugarcane,Fruiting,57.64
25.88,47.04,10.69,High,Cotton,Harvest,44.41
27.77,62.96,0.31,Low,Cotton,Fruiting,33.28
30.4,71.76,2.37,High,Sugarcane,Harvest,24.58
20.61,80.14,8.58,Moderate,Sugarcane,Seedling,63.54
37.94,41.17,11.89,Low,Rice,Seedling,43.28
37.62,78.2,7.17,High,Cotton,Harvest,39.08
37.45,59.01,6.05,Low,Cotton,Seedling,46.23
39.61,68.58,18.69,Low,Sugarcane,Flowering,62.37
26.29,87.87,9.21,Moderate,Maize,Seedling,64.33
22.76,54.84,12.04,Low,Rice,Harvest,66.5
36.7,67.57,5.61,High,Cotton,Fruiting,35.29
28.71,48.85,2.82,Moderate,Maize,Harvest,33.29
28.99,80.56,17.63,Moderate,Maize,Flowering,76.42
22.1,67.68,13.62,Moderate,Sugarcane,Seedling,65.69
35.59,46.32,16.9,Low,Wheat,Flowering,57.56
20.0,68.73,18.76,Low,Rice,Fruiting,76.4
34.08,57.11,5.5,Low,Sugarcane,Vegetative,36.35
22.72,82.38,9.4,Low,Cotton,Vegetative,72.93
32.22,84.37,17.71,Moderate,Rice,Seedling,67.92
30.4,87.27,16.34,Low,Wheat,Flowering,76.28
24.81,46.81,8.39,Moderate,Cotton,Flowering,34.75
21.32,79.32,18.86,High,Rice,Seedling,73.09
27.44,40.05,3.56,Moderate,Rice,Seedling,30.93
28.55,77.38,0.87,Moderate,Wheat,Fruiting,25.14
31.39,49.98,0.66,Low,Sugarcane,Harvest,27.36
20.29,87.85,5.13,High,Rice,Harvest,51.59
26.25,75.57,13.98,Low,Wheat,Harvest,71.78
28.26,67.77,4.27,Moderate,Maize,Vegetative,42.64
25.58,63.61,2.31,High,Rice,Harvest,37.39
30.29,47.06,9.48,Moderate,Cotton,Seedling,42.15
35.41,78.67,0.71,Moderate,Rice,Vegetative,28.46
31.23,70.54,4.44,Low,Rice,Fruiting,47.22
24.27,84.08,15.81,Moderate,Sugarcane,Flowering,70.97
37.63,52.1,17.43,Low,Sugarcane,Harvest,55.84
37.24,88.95,8.71,High,Sugarcane,Fruiting,36.16
30.96,89.49,19.93,Moderate,Cotton,Harvest,75.05
26.07,48.84,16.0,Moderate,Maize,Fruiting,65.64
30.8,56.54,1.06,Moderate,Maize,Seedling,28.95
28.98,56.78,1.6,Moderate,Wheat,Vegetative,32.4
34.58,40.49,0.68,Moderate,Maize,Seedling,14.66
32.58,55.47,0.55,High,Rice,Vegetative,14.38
21.67,45.01,15.58,Moderate,Rice,Harvest,72.22
20.38,56.43,5.9,Moderate,Sugarcane,Seedling,52.59
23.54,71.69,8.12,High,Maize,Vegetative,46.58
38.4,53.4,18.81,High,Wheat,Seedling,63.97
33.34,49.11,18.02,High,Maize,Seedling,50.87
37.2,77.98,13.99,Low,Rice,Flowering,53.19
24.29,75.97,3.66,Moderate,Cotton,Flowering,40.45
37.81,56.99,8.76,Low,Sugarcane,Seedling,51.36
34.08,82.23,9.27,High,Rice,Flowering,46.13
31.8,58.31,0.56,Low,Rice,Seedling,26.44
27.85,87.87,12.44,Moderate,Rice,Vegetative,68.49
31.58,40.15,6.96,Low,Wheat,Fruiting,29.82
32.23,88.62,5.68,Low,Cotton,Flowering,50.33
38.2,87.77,19.81,Moderate,Cotton,Harvest,79.62
39.2,57.96,15.2,Low,Maize,Harvest,55.92
20.91,59.4,0.67,Moderate,Sugarcane,Harvest,43.62
20.26,40.96,11.42,High,Rice,Seedling,52.95
34.34,63.88,0.88,High,Wheat,Fruiting,18.64
33.89,46.27,17.8,Low,Wheat,Harvest,70.5
26.14,74.94,19.73,Low,Rice,Seedling,84.26
29.17,77.94,16.93,Moderate,Maize,Seedling,68.78
32.66,81.42,1.46,Low,Sugarcane,Flowering,32.59
37.98,49.18,2.12,High,Maize,Vegetative,19.35
32.55,73.07,11.45,Low,Wheat,Vegetative,56.99
37.12,43.49,14.74,Low,Cotton,Seedling,59.07
37.85,81.95,0.93,Low,Rice,Harvest,36.24
28.28,52.66,0.28,Low,Rice,Fruiting,27.07
24.4,46.8,18.55,Moderate,Maize,Fruiting,62.68
37.53,68.13,15.8,High,Sugarcane,Flowering,55.89
37.21,44.39,11.87,High,Sugarcane,Flowering,29.34
20.93,87.66,4.81,High,Wheat,Seedling,57.29
22.83,58.5,10.41,Low,Maize,Fruiting,64.92
37.8,74.75,2.52,Moderate,Rice,Seedling,38.55
36.84,51.28,15.04,Low,Wheat,Vegetative,56.9
39.15,44.95,15.91,High,Wheat,Seedling,45.81
38.21,79.28,10.45,Moderate,Rice,Flowering,47.25
28.67,78.64,10.06,Low,Cotton,Flowering,55.11
31.01,76.52,17.61,High,Sugarcane,Fruiting,56.57
33.81,59.09,10.34,High,Rice,Flowering,45.1
29.58,78.28,13.99,Low,Rice,Harvest,77.26
32.17,47.73,18.17,Moderate,Wheat,Harvest,58.97
39.23,55.55,1.07,Low,Cotton,Vegetative,21.32
35.08,48.13,1.08,High,Wheat,Harvest,14.46
22.55,86.33,19.59,Low,Wheat,Seedling,87.99
25.55,64.36,5.58,Low,Wheat,Harvest,54.11
21.32,88.7,19.13,High,Cotton,Vegetative,83.86
33.46,76.79,14.7,Low,Rice,Vegetative,75.27
25.54,75.72,2.99,Low,Wheat,Fruiting,43.83
37.01,46.36,17.52,Low,Maize,Vegetative,54.51
35.54,46.53,1.87,Moderate,Rice,Fruiting,15.7
23.94,74.11,16.5,Moderate,Cotton,Vegetative,80.34
28.8,62.98,7.96,High,Rice,Harvest,42.96
22.64,43.55,0.46,Low,Cotton,Seedling,35.62
37.67,74.29,14.85,Moderate,Maize,Fruiting,60.66
20.82,87.24,11.64,High,Wheat,Seedling,73.23
20.58,52.4,19.31,High,Maize,Seedling,74.66
27.84,47.54,1.62,Low,Rice,Fruiting,30.34
30.02,58.34,11.14,Moderate,Sugarcane,Fruiting,47.36
35.06,84.55,7.66,High,Sugarcane,Vegetative,36.51
30.24,59.69,7.23,Moderate,Cotton,Flowering,44.08
35.66,55.03,0.72,Moderate,Sugarcane,Vegetative,26.52
32.09,49.43,4.49,Moderate,Maize,Seedling,31.87
32.09,48.36,3.8,Low,Sugarcane,Vegetative,35.14
36.68,44.42,19.37,Moderate,Wheat,Fruiting,59.24
38.39,76.94,18.82,High,Maize,Flowering,61.55
22.03,65.73,10.26,Low,Cotton,Fruiting,66.85
31.88,74.36,1.96,High,Sugarcane,Vegetative,32.35
34.49,85.37,14.22,High,Cotton,Harvest,61.23
25.27,50.05,6.78,Low,Wheat,Flowering,51.87
39.48,49.33,7.31,Low,Maize,Harvest,34.07
24.91,87.46,18.99,Low,Wheat,Seedling,82.35
36.69,82.42,10.58,Moderate,Rice,Flowering,56.33
25.34,83.18,15.57,Moderate,Cotton,Flowering,68.93
35.92,60.07,14.24,High,Maize,Flowering,52.76
27.21,52.0,7.41,Moderate,Maize,Fruiting,38.32
34.56,78.85,7.65,Low,Sugarcane,Vegetative,58.33
22.53,48.85,5.71,Low,Cotton,Seedling,51.36
38.51,86.84,18.34,Moderate,Cotton,Seedling,76.63
23.71,59.96,2.85,Moderate,Cotton,Fruiting,33.64
36.88,49.09,17.07,Low,Rice,Fruiting,63.7
25.52,51.98,15.54,High,Rice,Flowering,49.27
22.45,80.68,1.05,High,Maize,Harvest,38.89
24.96,84.86,18.82,Low,Maize,Flowering,88.07
24.27,80.48,9.06,Moderate,Wheat,Fruiting,50.28
39.22,74.03,0.36,High,Rice,Fruiting,23.67
36.44,85.99,2.84,Low,Rice,Flowering,41.57
28.93,85.81,11.14,Moderate,Wheat,Vegetative,58.91
39.39,53.97,17.93,Moderate,Cotton,Fruiting,50.28
36.88,72.52,13.57,Low,Rice,Fruiting,52.21
39.3,83.48,18.68,High,Rice,Harvest,62.27
26.83,77.1,2.95,Moderate,Sugarcane,Fruiting,32.27
28.6,74.1,8.13,Low,Sugarcane,Seedling,52.02
38.22,72.29,0.93,High,Maize,Vegetative,27.18
38.65,43.14,18.55,Moderate,Maize,Harvest,59.36
20.91,41.27,3.04,High,Wheat,Vegetative,24.39
23.73,63.16,16.93,Low,Rice,Fruiting,64.63
26.02,88.38,13.85,Low,Wheat,Fruiting,71.63
32.55,44.34,19.87,Low,Wheat,Seedling,67.15
32.45,57.55,3.08,Moderate,Wheat,Seedling,35.7
23.73,76.31,17.12,Low,Maize,Vegetative,84.08
39.33,57.61,17.87,High,Wheat,Vegetative,48.51
23.02,74.66,16.29,Low,Cotton,Vegetative,85.12
32.07,48.72,5.75,Moderate,Wheat,Flowering,27.22
24.53,61.34,10.15,Low,Sugarcane,Fruiting,49.57
20.98,88.81,0.91,Low,Sugarcane,Harvest,50.83
39.19,78.22,16.14,Low,Sugarcane,Seedling,62.2
29.83,47.8,2.0,High,Cotton,Vegetative,30.16
31.17,68.01,19.24,High,Rice,Fruiting,65.45
36.84,61.74,14.15,Moderate,Cotton,Flowering,54.65
29.57,56.22,15.08,Low,Wheat,Vegetative,73.06
39.28,89.11,19.65,Low,Wheat,Harvest,69.81
22.12,70.37,5.08,Low,Maize,Harvest,61.44
37.16,68.3,14.35,High,Wheat,Vegetative,55.08
27.07,42.86,3.66,High,Maize,Vegetative,26.2
20.99,59.48,16.66,High,Sugarcane,Vegetative,59.77
32.96,66.58,5.43,High,Sugarcane,Flowering,24.22
24.73,64.28,6.31,High,Maize,Seedling,46.83
26.48,40.68,13.2,Low,Sugarcane,Vegetative,57.48
21.15,79.23,13.28,Low,Cotton,Fruiting,73.57
27.72,55.69,5.54,Moderate,Rice,Flowering,33.81
31.37,79.96,18.74,High,Rice,Flowering,58.5
39.55,53.38,1.55,High,Maize,Flowering,11.64
20.34,86.67,1.83,High,Sugarcane,Harvest,50.51
31.82,62.54,9.93,Low,Rice,Fruiting,55.01
36.22,40.91,3.37,Low,Rice,Seedling,33.67
33.04,44.8,14.58,Low,Wheat,Flowering,47.26
24.04,52.18,14.33,High,Sugarcane,Fruiting,53.46
32.95,60.3,11.33,High,Sugarcane,Vegetative,38.84
28.53,84.66,4.63,High,Wheat,Vegetative,40.77
27.79,78.23,9.21,Moderate,Cotton,Harvest,56.06
29.5,67.23,7.05,High,Wheat,Harvest,47.48
33.97,55.44,2.31,Low,Sugarcane,Flowering,26.48
20.62,65.62,14.5,High,Maize,Vegetative,59.82
22.89,47.93,11.72,Moderate,Rice,Flowering,51.63
27.56,89.66,11.26,Moderate,Maize,Fruiting,51.73
21.0,47.01,19.36,Moderate,Sugarcane,Flowering,66.84
33.31,61.76,8.02,High,Sugarcane,Harvest,37.73
26.19,87.05,8.4,Low,Sugarcane,Flowering,57.47
39.81,52.85,6.61,Low,Sugarcane,Vegetative,35.2
33.98,63.51,0.75,High,Sugarcane,Flowering,19.56
32.33,88.14,8.83,Low,Cotton,Flowering,49.2
33.92,51.14,4.12,High,Maize,Harvest,25.73
20.16,58.4,2.2,High,Wheat,Fruiting,29.85
24.13,54.99,19.75,Moderate,Cotton,Flowering,77.3
32.42,67.98,11.4,Moderate,Cotton,Fruiting,47.12
25.63,72.87,4.96,Moderate,Maize,Flowering,46.19
26.15,52.87,1.46,Moderate,Cotton,Seedling,32.48
38.56,69.45,15.06,Low,Maize,Flowering,59.37
25.7,68.75,5.39,Moderate,Maize,Seedling,48.34
33.52,72.87,11.23,Low,Wheat,Seedling,62.24
30.01,46.42,14.46,High,Wheat,Harvest,53.43
30.66,78.53,10.45,Moderate,Rice,Vegetative,50.54
39.35,89.89,15.2,Moderate,Wheat,Seedling,67.99
22.3,63.94,0.87,Moderate,Maize,Harvest,34.82
25.74,75.49,8.26,Moderate,Sugarcane,Harvest,48.34
35.55,41.86,0.2,Moderate,Maize,Harvest,17.48
26.09,86.45,2.97,High,Wheat,Harvest,33.47
20.55,84.86,17.49,Low,Wheat,Seedling,83.76
37.28,56.67,7.87,Moderate,Cotton,Harvest,36.76
26.62,56.87,13.55,Moderate,Rice,Harvest,66.61
39.42,43.94,11.47,Low,Rice,Flowering,45.17
31.05,49.46,13.92,Moderate,Sugarcane,Vegetative,47.98
24.46,67.1,7.42,Low,Maize,Vegetative,50.93
28.15,86.64,14.82,Low,Wheat,Vegetative,72.04
25.86,53.26,4.16,Low,Rice,Flowering,35.15
29.02,68.97,10.09,High,Sugarcane,Harvest,53.97
20.65,79.57,19.77,High,Maize,Vegetative,80.95
25.61,77.66,19.19,Low,Rice,Fruiting,79.04
25.72,63.29,3.77,Low,Maize,Vegetative,51.17
21.17,51.42,15.88,Moderate,Rice,Vegetative,62.02
31.18,87.22,8.44,Moderate,Wheat,Fruiting,53.82
34.6,77.69,15.18,Low,Wheat,Vegetative,68.35
23.07,79.66,0.19,Low,Wheat,Flowering,39.28
39.83,50.78,17.56,Low,Rice,Vegetative,56.16
28.17,62.05,14.68,Low,Sugarcane,Fruiting,61.22
36.32,61.88,8.54,Moderate,Cotton,Harvest,39.85
36.28,52.46,14.97,Low,Maize,Flowering,50.02
21.56,85.18,18.2,High,Cotton,Harvest,81.66
36.32,48.53,0.58,Moderate,Wheat,Seedling,16.81
25.92,43.41,19.44,High,Rice,Seedling,65.32
23.26,48.17,15.94,Moderate,Rice,Flowering,53.85
36.29,76.11,18.33,Moderate,Cotton,Fruiting,67.8
39.17,81.58,9.53,High,Sugarcane,Flowering,44.3
28.28,71.11,16.65,Low,Maize,Seedling,74.52
32.8,51.37,17.45,Moderate,Wheat,Fruiting,59.62
26.79,83.61,1.28,Low,Maize,Harvest,38.11
39.12,79.1,6.86,Moderate,Cotton,Flowering,40.93
38.3,76.24,2.95,Low,Sugarcane,Vegetative,39.76
29.03,78.47,1.53,Low,Rice,Vegetative,36.04
39.59,45.96,9.16,High,Rice,Vegetative,34.42
39.65,67.64,16.15,High,Cotton,Seedling,57.82
37.82,84.94,9.09,Low,Sugarcane,Flowering,53.32
35.96,86.63,11.97,Moderate,Rice,Harvest,65.1
32.35,74.72,3.56,Moderate,Rice,Fruiting,28.0
23.51,85.27,18.91,High,Maize,Vegetative,72.9
29.09,48.18,7.21,Moderate,Wheat,Vegetative,34.85
23.52,73.96,13.7,Moderate,Cotton,Fruiting,69.11
23.85,49.76,14.72,High,Cotton,Vegetative,52.47
25.8,55.1,17.54,Low,Maize,Harvest,78.93
29.98,69.96,18.45,Low,Maize,Fruiting,64.93
23.32,83.01,12.28,Moderate,Cotton,Flowering,56.4
35.32,55.66,15.76,Moderate,Sugarcane,Flowering,55.1
38.08,59.86,12.69,Low,Wheat,Harvest,58.27
28.28,53.4,9.05,Moderate,Sugarcane,Flowering,48.02
23.2,57.93,3.07,Moderate,Rice,Fruiting,33.16
21.67,80.48,2.68,High,Maize,Harvest,45.31
23.15,69.63,2.34,Moderate,Sugarcane,Vegetative,34.19
31.83,55.79,13.3,High,Sugarcane,Vegetative,48.51
29.27,76.01,3.08,Moderate,Wheat,Harvest,43.73
33.28,87.7,0.85,Moderate,Rice,Flowering,34.17
32.47,41.35,13.38,Moderate,Rice,Vegetative,45.14
22.14,72.74,15.21,Low,Rice,Flowering,73.75
37.03,51.22,17.11,Low,Rice,Vegetative,67.99
21.89,81.44,15.64,Moderate,Maize,Harvest,77.93
37.67,75.56,10.77,Moderate,Cotton,Fruiting,46.8
39.83,54.9,0.17,High,Rice,Harvest,11.21
31.13,42.92,6.19,Moderate,Wheat,Seedling,30.27
27.77,68.5,10.05,Moderate,Sugarcane,Harvest,54.13
36.64,66.04,15.52,Moderate,Sugarcane,Flowering,61.78
27.99,55.54,14.91,High,Sugarcane,Vegetative,51.56
33.17,45.59,2.82,Moderate,Wheat,Vegetative,20.55
23.66,55.28,1.28,Moderate,Wheat,Harvest,30.52
24.34,88.63,5.63,Moderate,Cotton,Harvest,57.86
34.0,45.6,9.42,High,Sugarcane,Vegetative,41.41
28.13,70.47,19.54,Moderate,Cotton,Harvest,69.17
23.22,74.92,2.22,High,Rice,Seedling,35.29
28.64,60.49,14.75,High,Wheat,Seedling,51.68
26.96,49.84,3.23,Moderate,Wheat,Harvest,32.83
37.46,40.19,12.64,Moderate,Wheat,Flowering,35.81
30.59,51.75,14.2,Moderate,Cotton,Vegetative,63.09
36.85,70.8,13.2,High,Cotton,Seedling,44.75
27.96,74.88,3.28,Moderate,Sugarcane,Vegetative,47.04
23.55,67.79,17.79,High,Cotton,Fruiting,68.41
37.66,50.19,16.29,Moderate,Rice,Harvest,52.15
22.28,71.56,10.85,Moderate,Wheat,Fruiting,56.79
24.96,67.61,19.3,Low,Rice,Seedling,78.81
33.28,79.56,4.02,Low,Cotton,Vegetative,38.67
30.81,65.41,19.42,Moderate,Wheat,Fruiting,71.49
34.57,43.17,9.54,High,Rice,Fruiting,38.53
29.65,59.28,13.01,Moderate,Maize,Harvest,51.36
32.7,86.72,10.45,High,Maize,Vegetative,56.17
32.42,63.35,8.89,Moderate,Rice,Fruiting,49.32
33.9,57.62,11.87,High,Cotton,Vegetative,45.94
25.98,73.04,3.56,High,Rice,Vegetative,41.18
27.54,74.8,16.44,High,Sugarcane,Vegetative,67.36
27.08,81.47,2.77,Moderate,Wheat,Flowering,40.74
31.86,84.56,3.25,Moderate,Wheat,Harvest,37.4
28.7,71.82,15.28,High,Maize,Vegetative,62.47
32.16,62.25,12.55,Low,Cotton,Fruiting,54.33
39.77,55.23,15.29,High,Cotton,Fruiting,43.14
31.25,67.66,11.91,Moderate,Sugarcane,Flowering,52.45
33.71,82.53,5.68,Moderate,Rice,Harvest,39.38
32.17,65.2,6.05,Moderate,Sugarcane,Vegetative,37.76
29.17,87.19,6.87,Moderate,Cotton,Harvest,56.87
22.14,59.04,15.53,High,Rice,Flowering,55.81
20.2,70.25,13.26,High,Sugarcane,Seedling,62.31
23.42,81.78,19.73,Low,Sugarcane,Vegetative,90.0
20.78,60.01,11.06,Low,Rice,Harvest,59.58
30.69,52.63,10.4,Low,Rice,Harvest,59.15
31.46,49.5,13.31,Low,Maize,Fruiting,50.85
36.3,67.55,12.38,High,Sugarcane,Flowering,48.8
34.87,45.3,6.95,Low,Rice,Vegetative,46.79
28.94,58.53,0.25,Low,Wheat,Seedling,38.83
34.4,77.99,8.07,High,Cotton,Flowering,40.95
20.35,88.41,7.15,Moderate,Rice,Harvest,56.15
31.31,81.27,19.57,High,Maize,Fruiting,66.57
21.04,78.06,18.28,Low,Rice,Harvest,85.36
28.29,72.14,0.7,Low,Wheat,Fruiting,33.51
33.76,42.38,5.43,Moderate,Maize,Flowering,21.76
31.91,42.16,9.68,High,Maize,Fruiting,34.35
38.58,80.93,7.48,Moderate,Rice,Fruiting,34.14
35.56,45.84,18.2,High,Cotton,Fruiting,56.3
22.74,86.62,15.36,Low,Wheat,Seedling,84.33
26.64,50.77,12.7,High,Maize,Fruiting,51.55
25.17,55.37,18.02,Moderate,Cotton,Flowering,69.07
26.51,69.86,12.02,Moderate,Wheat,Seedling,67.76
36.36,66.72,6.25,Moderate,Rice,Vegetative,35.28
34.57,50.91,3.32,High,Rice,Seedling,29.78
27.89,72.92,18.93,Low,Sugarcane,Vegetative,86.98
32.8,71.67,9.27,Low,Sugarcane,Flowering,51.23
30.91,52.32,6.93,Moderate,Maize,Harvest,37.41
23.62,73.43,3.41,Moderate,Wheat,Flowering,34.26
22.31,65.12,9.79,High,Rice,Fruiting,41.29
26.72,42.61,17.03,Low,Maize,Flowering,65.46
25.17,62.71,5.38,Low,Maize,Vegetative,47.22
22.82,61.92,10.58,High,Maize,Seedling,59.93
36.88,45.95,11.61,High,Cotton,Fruiting,30.01
25.79,85.07,4.06,Moderate,Wheat,Fruiting,43.99
20.61,49.76,10.6,Moderate,Rice,Seedling,60.77
24.79,72.22,18.37,Low,Sugarcane,Seedling,83.46
30.12,84.48,16.24,High,Rice,Flowering,66.69
29.6,63.76,0.19,High,Sugarcane,Vegetative,21.92
21.25,49.08,8.9,Moderate,Sugarcane,Flowering,52.61
24.25,56.37,4.53,High,Rice,Seedling,38.67
37.27,57.81,13.71,Low,Maize,Flowering,58.6
29.93,76.76,8.85,Moderate,Wheat,Harvest,57.5
31.78,43.27,6.21,Low,Sugarcane,Vegetative,41.62
31.51,84.43,12.58,Moderate,Maize,Flowering,50.64
31.75,69.29,0.58,Low,Rice,Seedling,38.18
31.08,63.98,11.55,High,Wheat,Flowering,39.36
34.09,67.02,8.19,High,Maize,Flowering,30.58
25.9,53.85,18.76,High,Maize,Harvest,69.72
38.02,73.5,14.48,High,Maize,Fruiting,43.22
38.22,58.55,15.5,Moderate,Maize,Harvest,52.67
30.4,87.27,14.84,High,Rice,Vegetative,57.8
28.82,69.19,14.62,High,Rice,Vegetative,55.65
30.81,71.96,18.15,Moderate,Rice,Fruiting,59.1
26.56,69.03,5.98,Moderate,Maize,Seedling,53.26
35.9,50.31,9.93,Low,Cotton,Fruiting,50.93
22.1,49.11,4.35,Low,Wheat,Harvest,45.67
35.04,82.45,2.28,Low,Cotton,Vegetative,42.48
39.72,81.71,1.6,Moderate,Cotton,Seedling,38.46
20.45,79.75,13.13,High,Cotton,Vegetative,70.79
28.91,68.85,7.41,Low,Cotton,Fruiting,55.62
31.7,51.05,15.79,Low,Maize,Harvest,64.31
20.41,76.1,19.22,Low,Maize,Vegetative,81.81
27.89,77.31,2.43,High,Wheat,Harvest,28.5
24.97,82.88,2.51,High,Sugarcane,Flowering,29.56
37.32,57.48,4.87,Moderate,Rice,Harvest,25.05
30.62,81.32,15.95,High,Rice,Seedling,62.52
21.22,46.78,4.24,Moderate,Wheat,Fruiting,29.5
26.87,74.86,15.74,Moderate,Wheat,Fruiting,69.71
22.8,61.99,4.34,Moderate,Cotton,Harvest,42.32
24.91,57.66,15.97,Low,Rice,Flowering,68.22
39.51,88.83,16.83,Moderate,Rice,Flowering,64.19
25.84,73.28,1.72,Moderate,Sugarcane,Fruiting,30.93
29.75,49.3,6.93,Low,Rice,Fruiting,37.88
27.86,73.94,0.85,Low,Cotton,Vegetative,40.31
23.63,41.41,3.17,High,Sugarcane,Fruiting,24.05
26.86,52.47,3.54,Low,Sugarcane,Flowering,33.14
36.34,74.15,1.53,Low,Cotton,Fruiting,38.88
26.47,84.58,6.7,High,Maize,Fruiting,49.19
20.86,58.67,2.49,Low,Cotton,Harvest,37.41
29.81,50.7,5.28,Moderate,Sugarcane,Vegetative,35.73
38.67,65.46,2.05,High,Maize,Flowering,17.46
30.58,68.95,11.84,Low,Rice,Harvest,59.86
35.95,60.92,8.04,High,Cotton,Seedling,39.32
23.46,66.83,17.16,High,Cotton,Fruiting,68.28
37.42,77.72,7.01,High,Wheat,Flowering,34.4
37.86,46.79,9.82,Moderate,Maize,Vegetative,31.69
39.36,80.3,19.2,Low,Rice,Fruiting,75.27
36.42,78.78,15.31,Low,Wheat,Flowering,70.33
31.81,78.0,18.02,High,Sugarcane,Vegetative,67.37
28.86,77.37,19.24,Low,Wheat,Vegetative,79.93
35.22,62.48,16.59,Low,Wheat,Seedling,69.75
32.45,45.64,19.03,Low,Cotton,Fruiting,72.11
23.73,46.39,2.66,Moderate,Wheat,Seedling,43.57
21.36,82.37,17.25,Low,Rice,Harvest,77.13
33.05,62.51,2.68,Moderate,Maize,Seedling,26.52
34.15,64.74,11.83,High,Maize,Seedling,50.17
23.19,58.56,15.62,High,Rice,Seedling,66.32
34.29,55.48,19.1,Low,Wheat,Flowering,66.94
29.31,69.37,14.71,Moderate,Wheat,Fruiting,67.45
37.31,68.72,4.09,Low,Maize,Seedling,48.64
36.84,79.67,3.71,Low,Maize,Vegetative,36.35
21.99,66.68,12.44,Low,Wheat,Flowering,62.9
28.63,74.38,4.3,Moderate,Rice,Vegetative,43.61
28.97,72.64,1.12,Low,Rice,Seedling,43.59
35.59,51.82,17.87,Moderate,Wheat,Seedling,63.53
23.93,87.92,11.67,Low,Maize,Fruiting,67.52
26.26,43.0,9.9,Low,Maize,Harvest,60.12
20.52,63.07,12.31,Low,Wheat,Seedling,73.06
23.43,44.68,4.08,Moderate,Cotton,Seedling,43.53
29.45,43.78,7.8,Low,Wheat,Seedling,40.13
36.47,55.81,18.44,Moderate,Sugarcane,Seedling,72.12
22.22,48.36,16.15,Low,Sugarcane,Seedling,72.54
26.13,60.35,19.67,Low,Wheat,Flowering,72.17
35.73,85.12,3.67,Low,Rice,Fruiting,32.27
26.85,50.73,11.75,Low,Wheat,Seedling,61.92
26.1,81.16,15.96,Moderate,Wheat,Fruiting,70.45
24.16,49.13,12.83,Moderate,Maize,Seedling,55.23
22.61,60.45,13.03,High,Maize,Harvest,50.1
39.41,46.7,18.96,High,Maize,Harvest,53.83
